Status,Nome da obra no Brasil,Série,Lançamento brasileiro,Título original,Lançamento original,Desenvolvimento,Publicação,Lançamento em revista/jornal,Archive ID,Preservador,Link para gameplay,Screenshots,Descrição do jogo,YouTube ID,Filename base
OK,A Casa da Família Urso,Expoente,1996,,,Expoente,Expoente,,a-casa-da-familia-urso,,https://www.youtube.com/watch?v=6c8f9m9TfL0,"https://vinizinho.net/figures/cdroms/screenshots/A%20Casa%20da%20Fam%C3%ADlia%20Urso%20(1996)%20-%20CD-ROM%20PT-BR_ss1.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Casa%20da%20Fam%C3%ADlia%20Urso%20(1996)%20-%20CD-ROM%20PT-BR_ss2.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Casa%20da%20Fam%C3%ADlia%20Urso%20(1996)%20-%20CD-ROM%20PT-BR_ss3.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Casa%20da%20Fam%C3%ADlia%20Urso%20(1996)%20-%20CD-ROM%20PT-BR_ss4.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Casa%20da%20Fam%C3%ADlia%20Urso%20(1996)%20-%20CD-ROM%20PT-BR_ss5.jpg,https://vinizinho.net/projects/cd-archive/figures/scans/scan138.png",,6c8f9m9TfL0,6c8f9m9TfL0
PERDIDO,Matemática: Navegando com as Quatro Operações,Expoente,,,,Expoente,Expoente,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan8.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan81.png",,nan,nan
PERDIDO,A Turma do Cazu,Expoente,,,,Expoente,Expoente,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan220.png,,nan,nan
PERDIDO,A Grande Aventura dos Bandeirantes,Expoente,,,,Expoente,Expoente,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan220.png,,nan,nan
OK,Max Chega à Terra,Expoente,1997,Max Comes to Earth,1995,Merlin Interactive Systems,Expoente,,max_chega_a_terra,,https://www.youtube.com/watch?v=bRMIUL8KU8I,"https://vinizinho.net/projects/cd-archive/figures/scans/scan41.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan138.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan174.png",,bRMIUL8KU8I,bRMIUL8KU8I
PERDIDO,Betsy Goes to Preschool,Expoente,,Betsy Goes to Preschool,,Merlin Interactive Systems,Expoente,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan138.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan174.png",,nan,nan
PERDIDO,Floppy e a Máquina de Contar Histórias,Expoente,,Floppy and the Storytelling Machine,,Merlin Interactive Systems,Expoente,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan138.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan174.png",,nan,nan
,Seção MPO Multimídia,,,,,,,,,,,,,nan,nan
OK,Victor e o Jacaré,MPO Multimídia,1994,,,Studio Nobel,MPO Vídeo,,victor-e-o-jacare,Games&Cigarettes,https://www.youtube.com/watch?v=VcZN6U-haBQ,"https://vinizinho.net/projects/cd-archive/figures/scans/scan81.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan97.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan148.png",,VcZN6U-haBQ,VcZN6U-haBQ
OK,Educacional Pack,MPO Multimídia,1996,,,,MPO Vídeo,,coelho-clic-clic,vini,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan142.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan97.png",,nan,nan
OK,As Histórias do Lobo Mau,MPO Multimídia,1996,,,,MPO Vídeo,,lobo-mau-cd,renansimoes ,,https://vinizinho.net/projects/cd-archive/figures/scans/scan158.png,,nan,nan
OK,Pintando com o Senninha,MPO Multimídia,1995,,,,MPO Vídeo,,pintando-senninha,Daniel Cabral,,https://vinizinho.net/projects/cd-archive/figures/scans/scan165.png,,nan,nan
OK,Parque dos Mamiferos,MPO Multimídia,1998,,,Fábrica de Bits,MPO Multimídia,,parque-dos-mamiferos,,https://www.youtube.com/watch?v=iBV6NpEEezw,,,iBV6NpEEezw,iBV6NpEEezw
PERDIDO,Mundo Teen,MPO Multimídia,1998,,,Fábrica de Bits,MPO Multimídia,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan5.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan79.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan152.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan153.png",,nan,nan
OK,Cookie: O Bichinho Virtual,MPO Multimídia,1998,,,Fábrica de Bits,MPO Multimídia,,cookie_bichinho_virtual,Isabel B,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan5.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan79.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan82.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan153.png",,nan,nan
PERDIDO,Kika: A Mascote Virtual,MPO Multimídia,1998,,,Fábrica de Bits,MPO Multimídia,,,,,,,nan,nan
PERDIDO,Diário da Angélica 98,MPO Multimídia,,,,Fábrica de Bits,MPO Multimídia,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan123.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan25.png",,nan,nan
PERDIDO,"Muppets: Ler, Escutar e Aprender",MPO Multimídia,,,,Iona,MPO Multimídia,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan21.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan86.png",,nan,nan
PERDIDO,Animais Selvagens,MPO Multimídia,,,,Infogrames,MPO Multimídia,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan106.png,,nan,nan
OK,Bakaru,MPO Multimídia,1997,,,Medialink,MPO Multimídia,,bakaru,Felipe Barbosa,,https://vinizinho.net/projects/cd-archive/figures/scans/scan149.png,,nan,nan
PERDIDO,Hamsterland - A Terra Encantada dos Hamsters,MPO Multimídia,1997,,,BMG Interactive,MPO Multimídia,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan131.png,,nan,nan
PERDIDO,O Mundo de Ozzie,MPO Multimídia,,,,BMG Interactive,MPO Multimídia,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan131.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan160.png",,nan,nan
,Seção Magna Home,,,,,,,,,,,,,nan,nan
OK,Viagem na Matemática do Bit-Bot,Magna Home,1995,Bit-Bot's Math Voyage,1995,Magic Quest,Magna Home,,bit-bot,Rique Sampaio,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan227.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan34.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan201.png",,nan,nan
OK,Barbie: Fashion Designer,Magna Home,199?,,1997,Digital Domain,Magna Home,,barbie-fashion-designer-1997-pt-br-ccd,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan1.png,,nan,nan
PERDIDO,Barbie: Print 'n Play,Magna Home,,,1999,Optimum Interactive,Magna Home,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan56.png,,nan,nan
PERDIDO,Barbie: Storymaker,Magna Home,,,1996,Optimum Interactive,Magna Home,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan56.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan74.png",,nan,nan
PERDIDO,Barbie: Ateliê de Jóias,Magna Home,,,199X,Mattel Media,Magna Home,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan197.png,,nan,nan
OK,Barbie: Hair Styler,Magna Home,,,1997,Engineering Animation Inc.,Magna Home,,barbie-magic-hair-styler_202201,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan26.png,,nan,nan
OK,Barbie: Ocean Discovery,Magna Home,,Barbie: Ocean Discovery,1997,Gorilla Systems Corporation,Magna Home,,as-aventuras-da-barbie-ocean-discovery,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan70.png,,nan,nan
OK,Detetive Barbie: O Desaparecimento no Parque de Diversões,Magna Home,1999?,Detective Barbie: The Mystery Of The Carnival Caper!,1998,Gorilla Systems Corporation,Magna Home,,Detetive_Barbie__O_Desaparecimento_no_Parque_de_Diverses_1999_PTBR_,,,,,nan,nan
OK,Detetive Barbie 2: Mistério nas Férias,Magna Home,1999,Detective Barbie 2: Vacation Mystery,1999,Gorilla Systems Corporation,Magna Home,,40335_202301,,,,,nan,nan
OK,Saci Pererê,Magna Home,1996,,,Bolsonni,Magna Home,,colecaobichodomatosaciperere,Games&Cigarettes ,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan81.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan148.png",,nan,nan
PERDIDO,Meu Castelo de Fantasia,Magna Home,,My Make Believe Castle,1995,LCSI,Magna Home,,,,,"https://vinizinho.net/projects/cd-archive/figures/screenshots/meucastelodefantasia.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan160.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan212.png",,nan,nan
PERDIDO,Minha Ilha de Fantasia,Magna Home,,My Make Believe Treasure Isle,1996,LCSI,Magna Home,,,,,https://vinizinho.net/projects/cd-archive/figures/screenshots/minhailhadefantasia.png,,nan,nan
,Seção Miscelânea,,,,,,,,,,,,,nan,nan
OK,A Turma da Cozinha,Miscelânea,1994,,,Trattoria di Frame,,,aturma-da-cozinha,,https://www.youtube.com/watch?v=MayGHGVHonc,,,MayGHGVHonc,MayGHGVHonc
OK,Aventura na Selva com Gilberto Barros,Miscelânea,2002,,,Carinho Produções,Cia. do Software,,aventura-na-selva-com-gilberto-barros,,https://www.youtube.com/watch?v=WF2Ser3oiCY,,,WF2Ser3oiCY,WF2Ser3oiCY
OK,As Aventuras de Puffy e Seus Amigos,Miscelânea,1995,,,Canal 8 Multimedia,,Revista Bigmax nº 02,asaventurasdepuffyeseusamigosiso,,,,,nan,nan
OK,Magic CD Vol. 1,Miscelânea,1997,,,,,,magic-cd-vol-1,,https://www.youtube.com/watch?v=DS0aOCsexHs,,,DS0aOCsexHs,DS0aOCsexHs
OK,Almanaque Recreio,Miscelânea,2003,,,Editora Abril,,,almanaque-recreio-CD-ROM,,https://www.youtube.com/watch?v=1nHWax_gU48,,,1nHWax_gU48,1nHWax_gU48
OK,Napoleão Vai à Escola,Miscelânea,1999,,,BragaVictor Criações em Multimídia,,,,,https://www.youtube.com/watch?v=nF0QjGEBVdY,,,nF0QjGEBVdY,nF0QjGEBVdY
OK,Antenor Saparoti e a Turma da Lagoa Encantada,Miscelânea,,,,Vega Hipermídia,,,antenor-saparoti,,,,,nan,nan
OK,Hércules e o Leão de Neméia - Vol. 1,Miscelânea,1997,,,Studio Interativo,,,hercule-1,,,,,nan,nan
OK,Hércules e a Hidra de Lerna - Vol. 2,Miscelânea,1997,,,Studio Interativo,,,hercules_hidra_lerna,Gabriel A.,,,,nan,nan
PERDIDO,Hércules e o Touro de Creta - Vol. 3,Miscelânea,1997,,,Studio Interativo,,,,,,,,nan,nan
OK,Driver: Você É o Motorista,Miscelânea,1999,Driver: You Are the Wheelman,1999,Reflections Interactive,3D Gamer nº 07,,driver_3d_gamer,TV Frederiquense,,,,nan,nan
OK,Jogos Educativos CD Expert Vol. 1,Miscelânea,1996,,,,,CD Expert,jogos-educativos-cd-expert-vol-1,Isabel B,,,,nan,nan
OK,InfoFácil Criança,Miscelânea,1995,,,Editora Escala,,,info-facil-crianca,,,,,nan,nan
OK,Globalização: Caminhos e Descaminhos,Miscelânea,,,,,COC Multimídia,,globalizacao,,,,,nan,nan
OK,Gramática Eletrônica,Miscelânea,1997,,,,Lexikon Informática,,gramatica-eletronica,,,,,nan,nan
OK,História do Brasil ATR,Miscelânea,1995,,,ATR Multimedia,,,historia-do-brasil-atr,,,,,nan,nan
OK,Magic CD: Vol. 1,Miscelânea,1997,,,,,,magic-cd-vol-1,,,,,nan,nan
OK,Mamonas Assassinas,Miscelânea,1996,,,EMI Music,,,mamonasassassinascdrom,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan112.png,,nan,nan
OK,Menino Curioso: Conhecendo as Letrinhas,Miscelânea,1995,,,BookCase Multimídia Educacional,,,menino-curioso,,,,,nan,nan
OK,Nickelodeon Party Blast,Miscelânea,2002,,,Data Design Interactive,InfoGrames,,nickelodeon-party-blast-ptbr,,,,,nan,nan
OK,Parque dos Mamíferos,Miscelânea,1998,,,,,,parque-dos-mamiferos,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan141.png,,nan,nan
OK,Piratas do Caribe: No Fim do Mundo,Miscelânea,2007,Pirates of the Caribbean: At World's End,2007,Disney Interactive,Fullgames,Fullgames,piratas-do-caribe-no-fim-do-mundo-pc,TV Frederiquense,,,,nan,nan
OK,Smilingüido: Desafio na Floresta,Miscelânea,2003,,,Continuum Entertainment,Editora Luz & Vida,,smilinguido-desafio-na-floresta,Gabriel T,,,,nan,nan
OK,PrevJovem Bradesco,Miscelânea,2004,,,,,,bradesco-prevjovem,Leticia E,,,,nan,nan
OK,Sócrates: 101 Exercícios,Miscelânea,1998,Socrates 101,1998,Studio Lascaux,AnaSoft,,socrates-101,TV Frederiquense,https://www.youtube.com/watch?v=zJx05mkzZF8,,,zJx05mkzZF8,zJx05mkzZF8
OK,CD-ROM da Folhinha,Miscelânea,1997,,,,,,cdrom-da-folhinha,felipebbarbosa,,https://vinizinho.net/projects/cd-archive/figures/screenshots/cdromfolhinha.png,,nan,nan
OK,Turma da Véa,Miscelânea,2000,,,Vídeo Engenho & Arte,,,turma-da-vea,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan71.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan11.png",,nan,nan
OK,Speedy Eggbert,Miscelânea,2000,Speedy Eggbert,1998,Epsitec,AnaSoft,,speedy-eggbert_20200528,Games&Cigarettes ,,https://vinizinho.net/projects/cd-archive/figures/scans/scan31.png,,nan,nan
OK,Kit Mágico Habib's,Miscelânea,2001,,,InfoMagic,,,Habibs,,https://www.youtube.com/watch?v=-L3iHg_dmIc,,,-L3iHg_dmIc,-L3iHg_dmIc
PERDIDO,Baile à Fantasia,Miscelânea,1998?,,,,,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan34.png,,nan,nan
PERDIDO,English Fun,Miscelânea,1998?,,,Paradoxx Music,NOVA,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan203.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan34.png",,nan,nan
PERDIDO,Flores Mágicas,Miscelânea,,,,Paradoxx Music,NOVA,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan203.png,,nan,nan
PERDIDO,"O Que É, O Que É",Miscelânea,1998?,,,MTEC,TELATIVA,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan34.png,,nan,nan
PERDIDO,Revistinha do Senninha,Miscelânea,1998?,,,MicroPower,MicroPower,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan167.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan34.png",,nan,nan
PERDIDO,Volta ao Mundo em 7 Aventuras,Miscelânea,1998?,,,MicroPower,MicroPower,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan34.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan160.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan198.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan226.png",,nan,nan
PERDIDO,English Works Júnior,Miscelânea,,,,MicroPower,MicroPower,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan86.png,,nan,nan
PERDIDO,Aprenda Inglês Brincando! 4-7 anos,Miscelânea,1998?,Tell Me More Kids,,Auralog,Amigo Mouse Software,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan35.png,,nan,nan
PERDIDO,Aprenda Inglês Brincando! 7-9 anos,Miscelânea,1998?,Tell Me More Kids,,Auralog,Amigo Mouse Software,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan35.png,,nan,nan
PERDIDO,Aprenda Inglês Brincando! 9-12 anos,Miscelânea,1998?,Tell Me More Kids,,Auralog,Amigo Mouse Software,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan35.png,,nan,nan
PERDIDO,A Chave dos Faraós,Miscelânea,1998?,,,Infogrames,MSD Multimídia,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan37.png,,nan,nan
PERDIDO,Os Smurfs,Miscelânea,1998?,The Smurfs: The Teletransportsmurf,1995,Infogrames,MSD Multimídia,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan107.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan74.png",,nan,nan
PERDIDO,Crayola Fashion Show Mágico,Miscelânea,,,,Iona,MSD Multimídia,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan27.png,,nan,nan
PERDIDO,A Ilha Lego,Miscelânea,,Mindscape,1997,IMSI,MSD Multimídia,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan127.png,,nan,nan
PERDIDO,Tintim no Tibet,Miscelânea,1998?,Tintin in Tibet,1995,Infogrames,MSD Multimídia,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan38.png,,nan,nan
OK,Asterix: O Desafio de César,Miscelânea,1995,Astérix: Caesar's Challenge,1993,Infogrames,MSD Multimídia,,asterix-o-desafio-de-cesar-1995-pt-br,Rique Sampaio,,https://vinizinho.net/projects/cd-archive/figures/scans/scan96.png,,nan,nan
OK,Spirou,Miscelânea,1998,Spirou,1996,Infogrames,MSD Multimídia,,Spirou_1997_PTBR,Games&Cigarettes ,,https://vinizinho.net/projects/cd-archive/figures/scans/scan38.png,,nan,nan
OK,Muppet: A Ilha do Tesouro,Miscelânea,1997,Muppet Treasure Island,1996,Activision,MSD Multimídia,,mti1_20190815_201908,Byte5,https://www.youtube.com/watch?v=vOUvgEv1Q-c,"https://vinizinho.net/projects/cd-archive/figures/scans/scan99.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan173.png",,vOUvgEv1Q-c,vOUvgEv1Q-c
OK,Zig Zag,Miscelânea,2000,,,KIQ Software,,,zigzagueando,MediaArchiveBR2012 ,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan211.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan42.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan101.png",,nan,nan
OK,Senninha e o Rali dos Números,Miscelânea,1996,,,IDT-Coc Multimídia,,,Rali_dos_Nmeros_do_Senninha_1996_PTBR_,Games&Cigarettes ,https://www.youtube.com/watch?v=ckxZswvtRS0,"https://vinizinho.net/projects/cd-archive/figures/scans/scan44.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan60.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan77.png",,ckxZswvtRS0,ckxZswvtRS0
PERDIDO,Lucas Viaja no Tempo,Miscelânea,,,,Z-Movie,Paradigma Editora,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan208.png,,nan,nan
OK,Meu Amigo Zino,Miscelânea,1998,,,Paradigma Editora,,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan63.png,,nan,nan
PERDIDO,Tito no Parque Mágico,Miscelânea,,,,AS Multimedia,,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan64.png,,nan,nan
OK,Kiyeko e a Noite Perdida,Miscelânea,1996,,,Ubi Soft,TecToy,,kiyeko-demo,Games&Cigarettes ,,https://vinizinho.net/projects/cd-archive/figures/scans/scan81.png,,nan,nan
OK,Turma da Mônica: Super Heróis,Miscelânea,1995,,,Diana Multimídia,Cosmos Multimídia,,monicasuperherois,MediaArchiveBR2012 ,,https://vinizinho.net/projects/cd-archive/figures/scans/scan92.png,,nan,nan
PERDIDO,Os Três Porquinhos,Miscelânea,,,,,Cosmos Multimídia,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan92.png,,nan,nan
PERDIDO,Fofura na TV,Miscelânea,,,,,Cosmos Multimídia,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan92.png,,nan,nan
OK,Falcão e a Cornopopéia Brasileira,Miscelânea,1997,,,Soft & Book,MPO Multimídia,,falcao-e-a-cornopopeia-brasileira,felipebbarbosa,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan88.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan202.png",,nan,nan
PERDIDO,Meu Pequeno Mundo,Miscelânea,,,,SQ Informática,SQ Informática,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan106.png,https://vinizinho.net/projects/cd-archive/figures/screenshots/meupequenomundo.png",,nan,nan
PERDIDO,Oficina de Histórias,Miscelânea,,,,Objetivo Multimídia,,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan108.png,,nan,nan
OK,Caixa Mágica de Estórias,Miscelânea,199X,,,Linha Básica Multimídia,Vale Livros,,caixamagicadeestoriasptbrccd,Games&Cigarettes ,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan118.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan191.png,",,nan,nan
OK,Escolinha da Bíblia,Miscelânea,1996,,,Artbit,Artbit,,6_20240308_202403,Túlio Galvão,,https://vinizinho.net/projects/cd-archive/figures/scans/scan148.png,,nan,nan
OK,O Menino que Aprendeu a Ver,Miscelânea,,,,MTEC,MSD Multimídia,,o-menino-que-aprendeu-a-ver,felipebbarbosa,,https://vinizinho.net/projects/cd-archive/figures/scans/scan148.png,,nan,nan
PERDIDO,Revistinha da TV Colosso,Miscelânea,,,,Micropower,Micropower,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan148.png,,nan,nan
PERDIDO,Minha Turma,Miscelânea,,,,Montessori Design,Montessori Design,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan149.png,,nan,nan
PERDIDO,English For Kids,Miscelânea,,,,NetWell,NetWell,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan160.png,,nan,nan
PERDIDO,Zoológico Virtual,Miscelânea,,,,Fábrica de Bits,Tomorrow,,,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan221.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan176.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan185.png",,nan,nan
PERDIDO,Q Steps 1,Miscelânea,,,,Q Multimídia,ATR,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan185.png,,nan,nan
PERDIDO,Brincando & Aprendendo,Miscelânea,,,,Objetivo Multimídia,Objetivo Multimídia,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan189.png,,nan,nan
PERDIDO,Gibi para Windows,Miscelânea,,,,Eclipse,AnaSoft,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan191.png,,nan,nan
OK,Astronômica,Miscelânea,1994,,,NWI,MDS,,ASTRONOMICA,Games&Cigarettes ,,https://vinizinho.net/projects/cd-archive/figures/scans/scan201.png,,nan,nan
PERDIDO,Mago das Letras e Números,Miscelânea,,,,Bowl Software,,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan206.png,,nan,nan
PERDIDO,Brasileirinho,Miscelânea,,,,Tecno Didática,,,,,,https://vinizinho.net/projects/cd-archive/figures/scans/scan225.png,,nan,nan
PERDIDO,Mara Lima e seus Amiguinhos - Sonho de Criança,Miscelânea,,,,Gravadora Louvor Eterno,,,,,,https://vinizinho.net/projects/cd-archive/figures/screenshots/maralima.jpg,,nan,nan
OK,Aprendendo com Quiko,Miscelânea,1999,,,Editora Didática Paulista,,,AprendendocomQuiko,tapekeep,,,,nan,nan
OK,Romarinho a Caminho do Gol,Miscelânea,1998,,,Z-Movie Studio,,,romarinho,felipebbarbosa,,,,nan,nan
OK,Oscarzinho e o Bug do Esporte,Miscelânea,1999,,,PAM Comércio Planejamento e Editora,Davidson MultiSystem,,oscarzinho-bug-esporte,felipebbarbosa,,,,nan,nan
OK,Smilingüido: O Mundo que Deus Criou,Miscelânea,2000,,,,Editora Luz e Vida,,smilinguido-o-mundo-que-deus-criou,,,,,nan,nan
OK,Looney Tunes: O Mundo Em Suas Mãos,Miscelânea,2000,??,1998,SouthPeak Interactive,Byte & Brothers,,looney-tunes-byte-brothers-o-mundo-em-suas-maos,,,,,nan,nan
OK,Looney Tunes: Travessuras Cósmicas,Miscelânea,2000,Looney Tunes Animated Jigsaw: Cosmic Capers,1998,SouthPeak Interactive,Byte & Brothers,,looney-tunes-byte-brothers-travessuras-cosmicas,,,,,nan,nan
OK,Looney Tunes: O Baile de Máscara,Miscelânea,2000,Looney Tunes Animated Jigsaw: Merrie Masquerades,1998,SouthPeak Interactive,Byte & Brothers,,looney-tunes-byte-brothers-o-baile-de-mascara,,,,,nan,nan
OK,Looney Tunes: Loucas Aventuras,Miscelânea,2000,Looney Tunes Animated Jigsaws: Assorted Nuts,1998,SouthPeak Interactive,Byte & Brothers,,looney-tunes-byte-brothers-loucas-aventuras,,,,,nan,nan
OK,Looney Tunes: Encontros & Desencontros,Miscelânea,2000,Looney Tunes Animated Jigsaws: Wuv and Marriage,1998,SouthPeak Interactive,Byte & Brothers,,looney-tunes-byte-brothers-encontros-desencontros,,,,,nan,nan
OK,Letras & Números,Miscelânea,2005,Fun & Learning: Letters & Numbers,2003,"Compedia, Ltd.",AnaSoft,,fl-letras-numero,,,,,nan,nan
PERDIDO,Aprendendo a Ler com Titan,Miscelânea,,,1995,"Compedia, Ltd.",,,,,,,,nan,nan
