Status,Nome da obra no Brasil,Série,Lançamento brasileiro,Título original,Lançamento original,Desenvolvimento,Publicação,Lançamento em revista/jornal,Archive ID,Preservador,Link para gameplay,Screenshots,Descrição do jogo,YouTube ID,Filename base
,Seção Revista CD Expert Kids,,,,,,,,,,,,,nan,nan
OK,Dally Doo: Formas,CD Expert Kids,1999,Dally Doo You Can Too! Shapes,1996,Arc Media,,CD Expert Kids (edição especial),dally-doo-formas-cores,,https://www.youtube.com/watch?v=yp4zeGd113s,,,yp4zeGd113s,yp4zeGd113s
OK,Dally Doo: Cores,CD Expert Kids,1999,Dally Doo You Can Too! Colors,1996,Arc Media,,CD Expert Kids (edição especial),dally-doo-formas-cores,,https://www.youtube.com/watch?v=OfkZ5w8FQ1Q,,,OfkZ5w8FQ1Q,OfkZ5w8FQ1Q
OK,Dally Doo: Números,CD Expert Kids,1999,Dally Doo You Can Too! Numbers,1996,Arc Media,,CD Expert Kids (edição especial),dally-doo-numeros,,https://www.youtube.com/watch?v=KbSEN3kMJI0,,,KbSEN3kMJI0,KbSEN3kMJI0
OK,Dally Doo: Alfabeto,CD Expert Kids,1999,Dally Doo You Can Too! Alphabet,1996,Arc Media,,CD Expert Kids (edição especial),dally-doo-alfabeto-animais,hedfulkrobe,https://www.youtube.com/watch?v=yaUWHAizmRU,,,yaUWHAizmRU,yaUWHAizmRU
OK,Dally Doo: Animais,CD Expert Kids,1999,Dally Doo You Can Too! Animals,1996,Arc Media,,CD Expert Kids (edição especial),dally-doo-alfabeto-animais,hedfulkrobe,https://www.youtube.com/watch?v=24_uDaoLPSA,,,24_uDaoLPSA,24_uDaoLPSA
OK,Imaginemos!: Nosso Mundo É Um Playground,CD Expert Kids,1998,Let's Pretend: Our World is a Playground,1995,Mind Magic Productions,,CD Expert Kids nº 06,Imaginemos,,https://www.youtube.com/watch?v=OQWm6HR4KBU,,,OQWm6HR4KBU,OQWm6HR4KBU
OK,Aventuras na Ilha X,CD Expert Kids,1998,,,Xuxa Produções,CD Expert Kids,CD Expert Kids nº 07,aventuras-na-ilha-x,,https://www.youtube.com/watch?v=cTy7CgsAMFk&t=180s,,,cTy7CgsAMFk,cTy7CgsAMFk
OK,A Casa de Franklin,CD Expert Kids,1998,Franklin's Activity Center,1996,Sanctuary Woods Multimedia,,CD Expert Kids nº 08,a-casa-de-franklin,,https://www.youtube.com/watch?v=8RfkGs-vAOo,"https://vinizinho.net/figures/cdroms/screenshots/A%20Casa%20de%20Franklin%20(1998)%20-%20CD-ROM%20Completo%20PT-BR-8RfkGs-vAOo_ss1.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Casa%20de%20Franklin%20(1998)%20-%20CD-ROM%20Completo%20PT-BR-8RfkGs-vAOo_ss2.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Casa%20de%20Franklin%20(1998)%20-%20CD-ROM%20Completo%20PT-BR-8RfkGs-vAOo_ss3.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Casa%20de%20Franklin%20(1998)%20-%20CD-ROM%20Completo%20PT-BR-8RfkGs-vAOo_ss4.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Casa%20de%20Franklin%20(1998)%20-%20CD-ROM%20Completo%20PT-BR-8RfkGs-vAOo_ss5.jpg",,8RfkGs-vAOo,8RfkGs-vAOo
OK,Imaginemos! 2: O Espaço é Nosso Playground,CD Expert Kids,1998,orcu,1995,Mind Magic Productions,,CD Expert Kids nº 09,0015-imaginemos-2,,https://www.youtube.com/watch?v=6DYtHs2iiPw,,"Neste jogo, você passeará pelo sistema solar com o vagalume Flash, e encontrará atividades de todo tipo! Cada planeta tem diversas pequenas interações divertidas, com animações curiosas que irão surpreender os pequeninos.",6DYtHs2iiPw,6DYtHs2iiPw
OK,Oscar o Balonista e os Segredos da Floresta,CD Expert Kids,1998,Oscar der Ballonfahrer und die Geheimnisse des Waldes,1997,Tivola,,CD Expert Kids nº 10,oscar-o-balonista-e-o-segredo-da-floresta,UMad,https://www.youtube.com/watch?v=l5kyhOPaSqU,,,l5kyhOPaSqU,l5kyhOPaSqU
OK,Max e a Fórmula Secreta,CD Expert Kids,1998,Max und die Geheimformel,1995,Tivola,,CD Expert Kids nº 11,max-e-a-formula-secreta,,https://www.youtube.com/watch?v=0XLbmMcFMiY,"https://vinizinho.neocities.org/figures/cdroms/screenshots/Max%20e%20a%20F%C3%B3rmula%20Secreta%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-0XLbmMcFMiY_ss1.jpg,https://vinizinho.neocities.org/figures/cdroms/screenshots/Max%20e%20a%20F%C3%B3rmula%20Secreta%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-0XLbmMcFMiY_ss3.jpg,https://vinizinho.neocities.org/figures/cdroms/screenshots/Max%20e%20a%20F%C3%B3rmula%20Secreta%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-0XLbmMcFMiY_ss5.jpg,https://vinizinho.neocities.org/figures/cdroms/screenshots/Max%20e%20a%20F%C3%B3rmula%20Secreta%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-0XLbmMcFMiY_ss8.jpg","Viva uma grande aventura com o pequeno Max, e vá numa busca por todos os números da fórmula secreta do Tio Pong! Neste jogo point and click com um design adorável, você explorará o vilarejo Lánaesquina, assim como a casa do Tio Pong e muitos outros lugares. No fim da história você consegue até pilotar um foguete! Na sua jornada, você e Max descobrirão diversas invenções engraçadas e farão muitos novos amigos. ",0XLbmMcFMiY,0XLbmMcFMiY
OK,"Imaginemos! 3: Muitas Terras, Muitos Playgrounds",CD Expert Kids,1999,"Let's Pretend! Volume 3: Many Lands, Many Playgrounds",1996,Mind Magic Productions,,CD Expert Kids nº 12,0004-imaginemos-3,,https://www.youtube.com/watch?v=engrThOcXiI,,"Neste jogo, você passeará por diversos países com o vagalume Flash, e encontrará atividades de todo tipo! Cada país tem diversas pequenas interações divertidas - Brasil, Inglaterra, Índia... -, todos com animações curiosas que irão prender a atenção do jogador!",engrThOcXiI,engrThOcXiI
OK,Max e o Castelo Assombrado,CD Expert Kids,1999,Max und das Schlossgespenst,1996,Tivola,,CD Expert Kids nº 13,max-e-o-castelo-assombrado,,https://www.youtube.com/watch?v=jpZrh5AQE80,,"Willy, o fantasma do castelo, está em apuros! A única forma dele conseguir seus poderes de fantasma de volta é se Max encontrar 12 meias amarelas! Ajude Willy e embarque numa aventura na qual encontrará espectros de todos os tipos. Sua jornada te levará ao castelo Novosuínoestein, onde você aprenderá tudo sobre gênios e poltergeists. ",jpZrh5AQE80,jpZrh5AQE80
OK,"George Curioso, a Aventura de Aprender Cedo",CD Expert Kids,1999,Curious George Early Learning Adventure,1996,Houghton Mifflin Interactive,,CD Expert Kids nº 14,george-o-curioso-a-aventura-de-aprender-cedo,,https://www.youtube.com/watch?v=Dzni1WgMfIQ,,,Dzni1WgMfIQ,Dzni1WgMfIQ
OK,Franklin Aprendendo Matemática,CD Expert Kids,1999,Franklin Learns Math,1996,Sanctuary Woods Multimedia,,CD Expert Kids nº 15,franklin-aprendendo-matematica,,https://www.youtube.com/watch?v=Rl1wBnMRGoo,,,Rl1wBnMRGoo,Rl1wBnMRGoo
OK,Oscar o Balonista Descobre a Fazenda,CD Expert Kids,1999,Oscar der Ballonfahrer Entdeckt den Bauernhof,1997,Tivola,,CD Expert Kids nº 16,0012-oscar-o-balonista-descobre-a-fazenda,,https://www.youtube.com/watch?v=-HSS_0XUAxA,,"Focado em crianças mais jovens (de 4 a 8 anos), neste jogo educacional você se juntará ao balonista Oscar, conforme ele pousa na fazenda curiosa do zoólogo excêntrico Baltazar. Como Baltazar tem medo de animais, os dois saem juntos para explorar a fazenda. Durante o seu passeio, eles encontram uma grande quantidade de novosa mios animais, e participam de diversas atividades com o jogador. Eles também ficam de olhos bem abertos para os ingredientes frescos que precisarão para preparar um jantar bem farto!",-HSS_0XUAxA,-HSS_0XUAxA
OK,Max e Maria Vão as Compras,CD Expert Kids,1999,Max und Marie gehen einkaufen,1995,Tivola,,CD Expert Kids nº 17,max-e-maria-vao-as-compras,,https://www.youtube.com/watch?v=jvBaiw1RKFE&t=29s,,"""Max e Maria vão às compras"" é um jogo educacional de aventura onde o jogador deve ajudar dois cachorrinhos, Max e Maria, a comprar todos os objetos necessários para a festa de sua Tia Lisa. Cada lugar na cidade é representado por uma cena em que o jogador pode clicar em coisas e pessoas para interagir com eles, ou apenas iniciar uma animação engraçadinha.",jvBaiw1RKFE,jvBaiw1RKFE
OK,A Viagem de Jubileu,CD Expert Kids,1999,Jubilee's Journey: A Jane Goodall Environmental Adventure,1997,Mind Magic Productions,,CD Expert Kids nº 18,a-viagem-de-jubileu,,https://www.youtube.com/watch?v=uJgY0xgMYRA,"https://vinizinho.net/figures/cdroms/screenshots/A%20Viagem%20de%20Jubileu%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-uJgY0xgMYRA_ss10.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Viagem%20de%20Jubileu%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-uJgY0xgMYRA_ss2.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Viagem%20de%20Jubileu%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-uJgY0xgMYRA_ss3.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Viagem%20de%20Jubileu%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-uJgY0xgMYRA_ss4.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Viagem%20de%20Jubileu%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-uJgY0xgMYRA_ss5.jpg","Uma produção da Mind Magic criada em associação com o Instituto Jane Goodall. Crianças amarão os videoclipes originais e mais de 200 sequências animadas, enquanto exploram 18 ambientes diferentes com povos nativos, plantas e animais. 'A Viagem de Jubileu' é uma forma divertida de introduzir consciência ecológica às crianças!",uJgY0xgMYRA,uJgY0xgMYRA
OK,Bananas de Pijamas: É Tempo de Diversão,CD Expert Kids,1999,Bananas In Pyjamas: It's Fun Time,1997,Garner MacLennan Interactive,,CD Expert Kids nº 19,bananas_pijamas_tempo_diversao,"Band Aidz, N64Player",https://www.youtube.com/watch?v=5m0i6H-drow,"https://vinizinho.net/projects/cd-archive/figures/scans/scan87.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan133.png",,5m0i6H-drow,5m0i6H-drow
OK,Gasparzinho... como tudo começou,CD Expert Kids,1999,Casper: Animated Activity Center,1998,"WayForward Technologies, Inc.","Sound Source Interactive, Inc.",CD Expert Kids nº 20,gasparzinho-cdek,,https://www.youtube.com/watch?v=LJDdJ72SU5c,,,LJDdJ72SU5c,LJDdJ72SU5c
OK,George Curioso Volta para Casa,CD Expert Kids,1999,Curious George Comes Home,1996,Houghton Mifflin Interactive,,CD Expert Kids nº 21,george-curioso-volta-para-casa,,https://www.youtube.com/watch?v=Jfnh8_Py3UA,,,Jfnh8_Py3UA,Jfnh8_Py3UA
OK,Orly: Desenhando Histórias,CD Expert Kids,1999,Orly's Draw-A-Story,1997,Brøderbund Software,,CD Expert Kids nº 22,orly_desenhando_historias,,https://www.youtube.com/watch?v=7UaCKWPZ-co,,"""Orly: Desenhando Histórias"" é um jogo educacional que ensina crianças a desenhar. O jogo consiste em quatro histórias animadas que são narradas por uma garotinha jaimacana chamada Orly, e seu amigo sapo Lancelot. Conforme a história é contada por Orly, a narrativa é ocasionalmente interrompida e o jogador deve desenhar um personagem ou objeto. Na tela, alguns elementos da figura aparecem (como os desenhos de um monstro) que o jogador deve desenhar ao redor, usando ferramentas básicas como lápis ou pincéis. Alguns desenhos pré-montados existem e podem ser usados e/ou modificados. Depois que o desenho é concluído, a história o incorpora e continua...",7UaCKWPZ-co,7UaCKWPZ-co
OK,Gustavinho em... O Enigma da Esfinge,CD Expert Kids,2000,,,44 Bico Largo,,CD Expert Kids nº 23,0043-gustavinho-em-o-enigma-da-esfinge,,https://www.youtube.com/watch?v=UQazX4dFGE0,"https://vinizinho.net/projects/cd-archive/figures/scans/scan20.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan74.png","""O primeiro Cd-Rom com interação entre personagens animados e seres humanos, um desenho animado interativo. Um jogo, onde você comanda o protagonista da história. Com a divertida participação de Marisa Orth, no papel de Cleópatra. Além de desvendar o Enigma da Esfinge, divirta-se com muitas outras atividades variadas, como jogo da velha, quebra cabeça, etc....."" (<a href=""https://web.archive.org/web/20040827210155/http://www.bytebrothers.com.br/detalhesn.asp?codigo=9113"">fonte</a>)",UQazX4dFGE0,UQazX4dFGE0
OK,Em Busca do Vale Encantado: Centro de Atividades,CD Expert Kids,2000,The Land Before Time Activity Center,1997,Digital Meteor Production,Sound Source Interactive,CD Expert Kids nº 24,em-busca-do-vale-encantado,,https://www.youtube.com/watch?v=QuSqmHx7Tt0&t=1019s,https://vinizinho.net/projects/cd-archive/figures/scans/scan32.png,,QuSqmHx7Tt0,QuSqmHx7Tt0
OK,Babe: O Porquinho Atrapalhado,CD Expert Kids,2000,Babe: A Little Pig Goes a Long Way - Interactive MovieBook,1997,"Sound Source Interactive, Inc.",,CD Expert Kids nº 25,babe-um-porquinho-atrapalhado-cd-rom,,https://www.youtube.com/watch?v=C04XTukpFxU,https://vinizinho.net/projects/cd-archive/figures/scans/scan220.png,"Baseado no filme da Universal, 'Babe: O Porquinho Atrapalhado' convida jovens leitores (idades 4+) a explorar os básicos do raciocínio, contagem, rima e combinação, junto com Babe e seus amigos da fazenda Hogget.",C04XTukpFxU,C04XTukpFxU
OK,Dally Doo: Alfabeto 2,CD Expert Kids,2000,Dally Doo You Can Too! Alphabet 2,1996,Arc Media,,CD Expert Kids nº 26,dally-doo-alfabeto-2,,https://www.youtube.com/watch?v=9YumlpNXALg,,,9YumlpNXALg,9YumlpNXALg
OK,Onde Está Dally Doo?,CD Expert Kids,2000,,,Arc Media,,CD Expert Kids nº 26,dally-doo-alfabeto-2,,https://www.youtube.com/watch?v=9YumlpNXALg,,,9YumlpNXALg,9YumlpNXALg
OK,Bananas de Pijamas: É Hora de Festa,CD Expert Kids,2000,Bananas In Pyjamas: It's Party Time!,1999,Garner MacLennan Interactive,,CD Expert Kids nº 27,party-time_202101,,https://www.youtube.com/watch?v=8A8hx0ksEgk,,,8A8hx0ksEgk,8A8hx0ksEgk
OK,Simsala Grimm: Rumpelstiltskin,CD Expert Kids,2001,Simsala Grimm: Rumpelstilzchen,1999,BVM Produktion GmbH,"Tivola Publishing, Inc.",CD Expert Kids nº 28,cdek-28,,https://www.youtube.com/watch?v=lt8xffXENfE&t=2463s,,,lt8xffXENfE,lt8xffXENfE
OK,O Rei e Eu: Aventura Animada do Pensamento,CD Expert Kids,2001,The King and I: Thinking Adventure,1999,WayForward Technologies,Sound Source Interactive,CD Expert Kids nº 29,o-rei-e-eu,"Pedro Freitas, Yuunyanshi",https://www.youtube.com/watch?v=tS6pQ9cn-Ow,,,tS6pQ9cn-Ow,tS6pQ9cn-Ow
OK,Os Ursinhos Berenstain: Brincando de Reciclar,CD Expert Kids,2001,"Life's Little Lessons with the Berenstain Bears: Time to Clean Up, Pick Up and Recycle",1999,WayForward Technologies,"Sound Source Interactive, Inc.",CD Expert Kids nº 30,ursinhos-berenstain,,https://www.youtube.com/watch?v=eyuyEv00LAU,,,eyuyEv00LAU,eyuyEv00LAU
OK,"Feliz Aniversário, Maisy!",CD Expert Kids,2001,"Happy Birthday, Maisy!",2000,"Sound Source Interactive, Inc.",,CD Expert Kids nº 31,feliz-aniversario-maisy,Yuunyanshi,https://www.youtube.com/watch?v=N7oxQOYOauw,,,N7oxQOYOauw,N7oxQOYOauw
OK,Téo Sobe Pelas Paredes,CD Expert Kids,2001,Timmy Climbs the Walls: An Interactive Story Book,1995,"Compedia, Ltd.",,CD Expert Kids nº 32,teo-sobe-pelas-paredes,,https://www.youtube.com/watch?v=FWDHlBM-B4c,,,FWDHlBM-B4c,FWDHlBM-B4c
OK,Oz: A Aventura Mágica,CD Expert Kids,2001,Oz: The Magical Adventure,2000,GMD Group Pty Limited,DK Multimedia,CD Expert Kids nº 33,oz-a-aventura-magica,Yuunyanshi,https://www.youtube.com/watch?v=mq-JgK-HUF0,,,mq-JgK-HUF0,mq-JgK-HUF0
OK,"Murphy, o Mestre do Origami",CD Expert Kids,2001,?????,,EK Soft,DataSun,CD Expert Kids nº 34,murphy-mestre-origami,Yuunyanshi,https://www.youtube.com/watch?v=K_qT9X1QMO8,,,K_qT9X1QMO8,K_qT9X1QMO8
OK,O Salão Encantado de Zynk,CD Expert Kids,2001,Gordi's Enchanted Playroom,1997,"Compedia, Ltd.",,CD Expert Kids nº 35,salao-encantado-zynk,,https://www.youtube.com/watch?v=WldpkMlM8_I,,,WldpkMlM8_I,WldpkMlM8_I
OK,Um Dia com os Wiggles,CD Expert Kids,2001,A Day with the Wiggles,1998,Plastic Wax,DataWorks,CD Expert Kids nº 36,cdek36,ariranha,,https://vinizinho.net/projects/cd-archive/figures/screenshots/umdiacomoswiggles.png,,nan,nan
OK,As Aventuras da Abelhinha Maya,CD Expert Kids,2001,Die Biene Maja - Das große Gewitter,2001,Junior Interactive,Tivola,CD Expert Kids nº 37,abelhinha-maya,Yuunyanshi,https://www.youtube.com/watch?v=T2yANNMeXHM,,,T2yANNMeXHM,T2yANNMeXHM
OK,Téo: Uma Aventura no Mar,CD Expert Kids,2001,Timmy's Sea Adventure,1999,"Compedia, Ltd.",,CD Expert Kids nº 38,teo_aventuranomar_ptbr,,https://www.youtube.com/watch?v=MhHrMOMH3jA,,,MhHrMOMH3jA,MhHrMOMH3jA
OK,E.T. - O Extraterrestre,CD Expert Kids,2002,E.T.: Phone Home Adventure,2002,Lexis Numérique,Ubi Soft,CD Expert Kids nº 39,et-aventura-completa,,https://www.youtube.com/watch?v=3T944fAEBRQ&t=1150s,,,3T944fAEBRQ,3T944fAEBRQ
OK,ABC... da Turma da Mônica,CD Expert Kids,2002,,,Maurício de Sousa Produções,,CD Expert Kids nº 40,abc-monica,N64Player,,https://vinizinho.net/projects/cd-archive/figures/scans/scan65.png,,nan,nan
OK,Quadrinhos Turma da Mônica,CD Expert Kids,2002,,,Maurício de Sousa Produções,,CD Expert Kids nº 41,quadrinhos_turma_monica,N64Player,https://www.youtube.com/watch?v=f9gUdF7i56U,"https://vinizinho.net/projects/cd-archive/figures/scans/scan5.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan163.png",,f9gUdF7i56U,f9gUdF7i56U
OK,Quadrinhos Turma do Chico Bento,CD Expert Kids,2002,,,Maurício de Sousa Produções,,CD Expert Kids nº 42,quadrinhos-chico-bento,N64Player,,,,nan,nan
OK,Passatempo Turma da Mônica,CD Expert Kids,2002,,,Maurício de Sousa Produções,,CD Expert Kids nº 43,passatempo-turma-da-monica-cdexpert-kids,TV Frederiquense,,,,nan,nan
OK,Brincando com Senninha e sua Turma,CD Expert Kids,,,,,,CD Expert Kids nº 44,brincando_senninha_turma_vol_44,,,,,nan,nan
,Seção Revista CD Criança,,,,,,,,,,,,,nan,nan
OK,CD-ROM Criança nº 1,CD Criança,1998,,,Moving Imagem e Editora,,CD Criança nº 01,cd-crianca-1,,https://www.youtube.com/watch?v=CJJjQ1PHiAM,,,CJJjQ1PHiAM,CJJjQ1PHiAM
OK,Caracolino,CD Criança,1998,,,MPO Multimídia,,CD Criança nº 02,caracolino,"Pedro Freitas, Victor Oscar",https://www.youtube.com/watch?v=UjU6Ox04hKA,,,UjU6Ox04hKA,UjU6Ox04hKA
OK,O Coelho Clic! Clic!,CD Criança,1997,,,MPO Multimídia,,CD Criança nº 03,coelho-clic-clic,,https://www.youtube.com/watch?v=lSoVEH9aXLs,"https://vinizinho.net/projects/cd-archive/figures/scans/scan81.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan97.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan148.png",,lSoVEH9aXLs,lSoVEH9aXLs
OK,Pintando com Senninha,CD Criança,1995,,,MPO Vídeo,,CD Criança nº 04,pintando-senninha,Daniel Cabral,https://www.youtube.com/watch?v=YsayRvaYziM,"https://vinizinho.net/projects/cd-archive/figures/scans/scan50.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan97.png",,YsayRvaYziM,YsayRvaYziM
OK,Colordic,CD Criança,1998,,,Magic Media Produções,,CD Criança nº 05,colordic,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan10.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan216.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan15.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan40.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan6.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan50.png",,nan,nan
OK,Fofão e Sua Turma,CD Criança,1998,,,"PAM - Planejamento, Análise e Método",,CD Criança nº 06,fofao,,https://www.youtube.com/watch?v=PvugWQNc1d4,,,PvugWQNc1d4,PvugWQNc1d4
OK,O Mundo de Totty Pig,CD Criança,1998,World of Totty Pig: You Are Much Too Small ,1994,Byron Preiss Multimedia Co.,,CD Criança nº 07,o-mundo-de-totty-pig,,https://www.youtube.com/watch?v=6JCk-MQD4ko,,,6JCk-MQD4ko,6JCk-MQD4ko
OK,Terra do Sempre: Uma Aventura Ecológica,CD Criança,1998,,,Magic Media Produções,,CD Criança nº 08,0020-terra-do-sempre,,https://www.youtube.com/watch?v=HGoUXStxrmE,,,HGoUXStxrmE,HGoUXStxrmE
OK,Angélica no Reino Animal,CD Criança,1998,,,MPO Multimídia,,CD Criança nº 09,angelica-no-reino-animal,Daniel Cabral,https://www.youtube.com/watch?v=KQR4znrY4s0,"https://vinizinho.net/projects/cd-archive/figures/scans/scan29.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan149.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan165.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan175.png",,KQR4znrY4s0,KQR4znrY4s0
OK,Colordic 2,CD Criança,1998,,,Magic Media Produções,,CD Criança nº 10,cdcrianca24,,,,,nan,nan
OK,Sítio do Picapau Amarelo: As Reinações de Narizinho,CD Criança,1995,,,"PAM - Planejamento, Análise e Método",,CD Criança nº 11,sitio-picapau-amarelo,,https://www.youtube.com/watch?v=gGgBal3ZO4E,https://vinizinho.net/projects/cd-archive/figures/scans/scan50.png,,gGgBal3ZO4E,gGgBal3ZO4E
OK,Onde Está Wally? No Circo,CD Criança,1996,Where's Waldo at the Circus,1995,Imagination Pilots,WarnerActive,CD Criança nº 12,onde-esta-wally-no-circo,,https://www.youtube.com/watch?v=8XSerKdK1CY,"https://vinizinho.net/projects/cd-archive/figures/scans/scan47.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan94.png",,8XSerKdK1CY,8XSerKdK1CY
OK,O Jardim da Matemática de Peter Rabbit,CD Criança,1998,Peter Rabbit's Math Garden,1996,Mindscape,,CD Criança nº 13,0050-o-jardim-da-matematica-de-peter-rabbit,,https://www.youtube.com/watch?v=Ynepug5-8MI,,,Ynepug5-8MI,Ynepug5-8MI
OK,Bruxos à Solta!,CD Criança,1996,,,Diana Multimídia,,CD Criança nº 14,bruxos-a-solta,,https://www.youtube.com/watch?v=ywxa_tVBoQ0,https://vinizinho.net/projects/cd-archive/figures/scans/scan34.png,,ywxa_tVBoQ0,ywxa_tVBoQ0
OK,Minha Primeira Enciclopédia,CD Criança,1998,My First Encyclopedia,1994,Knowledge Adventure,,CD Criança nº 15,minha-primeira-enciclopedia,,https://www.youtube.com/watch?v=Oh2ZNQND67M,"https://vinizinho.net/projects/cd-archive/figures/scans/scan25.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan102.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan121.png",,Oh2ZNQND67M,Oh2ZNQND67M
PERDIDO,,CD Criança,,,,,,CD Criança nº 16,,,,,"Provavelmente já foi encontrado, mas não sabemos qual é a numeração correta.",nan,nan
OK,A Caverna do Fantasma de Blinky Bill,CD Criança,1998,Blinky Bill's Ghost Cave,1996,Yoram Gross Film Studios,,CD Criança nº 17,caverna-fantasma-blinky-bill,,https://www.youtube.com/watch?v=rJONZLZE8L0,"https://vinizinho.net/figures/cdroms/screenshots/A%20Caverna%20do%20Fantasma%20de%20Blinky%20Bill%20(1998)%20-%20CD-ROM%20Completo%20PT-BR-rJONZLZE8L0_ss1.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Caverna%20do%20Fantasma%20de%20Blinky%20Bill%20(1998)%20-%20CD-ROM%20Completo%20PT-BR-rJONZLZE8L0_ss2.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Caverna%20do%20Fantasma%20de%20Blinky%20Bill%20(1998)%20-%20CD-ROM%20Completo%20PT-BR-rJONZLZE8L0_ss3.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Caverna%20do%20Fantasma%20de%20Blinky%20Bill%20(1998)%20-%20CD-ROM%20Completo%20PT-BR-rJONZLZE8L0_ss4.jpg,https://vinizinho.net/figures/cdroms/screenshots/A%20Caverna%20do%20Fantasma%20de%20Blinky%20Bill%20(1998)%20-%20CD-ROM%20Completo%20PT-BR-rJONZLZE8L0_ss5.jpg,vinizinho.net/projects/cd-archive/figures/scans/scan163.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan228.png",,rJONZLZE8L0,rJONZLZE8L0
OK,Daniel Azulay: Caras & Bocas,CD Criança,1997,,,Paradigma Editora,,CD Criança nº 18,daniel-azulay-caras-e-bocas,,https://www.youtube.com/watch?v=8bQ_vW8S8lc,"https://vinizinho.net/projects/cd-archive/figures/scans/scan95.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan150.png",,8bQ_vW8S8lc,8bQ_vW8S8lc
PERDIDO,,CD Criança,,,,,,CD Criança nº 19,,,,,"Provavelmente já foi encontrado, mas não sabemos qual é a numeração correta.",nan,nan
PERDIDO,,CD Criança,,,,,,CD Criança nº 20,,,,,"Provavelmente já foi encontrado, mas não sabemos qual é a numeração correta.",nan,nan
PERDIDO,,CD Criança,,,,,,CD Criança nº 21,,,,,"Provavelmente já foi encontrado, mas não sabemos qual é a numeração correta.",nan,nan
OK,Escola Diversão: Meus Primeiros Passos,CD Criança,1999,JumpStart Toddlers,1996,Knowledge Adventure,,CD Criança nº 22,meus-primeiros-passos,,https://www.youtube.com/watch?v=6PC7CfX1Biw,https://vinizinho.net/projects/cd-archive/figures/scans/scan214.png,"""Escola Diversão: Meus Primeiros Passos"" é um jogo lançado pela Knowledge Adventure em 1996 que foca em conceitos educacionais para crianças que ainda estão na idade de aprender a andar. O jogo consiste em clicar em diferentes itens num quarto de brinquedos e participar de sete atividades diferentes. As atividades envolvem conceitos fundamentais como o alfabeto, números, rimas, e formas. ",6PC7CfX1Biw,6PC7CfX1Biw
OK,Escola Diversão: Maternal,CD Criança,1998,JumpStart Preschool,1995,Knowledge Adventure,,CD Criança nº 23,0016-escola-diversao,,https://www.youtube.com/watch?v=HALgVkz-8gk,https://vinizinho.net/projects/cd-archive/figures/scans/scan54.png,"""Escola Diversão: Maternal"" é um jogo lançado pela Knowledge Adventure em 1995 que foca em conceitos educacionais para crianças na idade do maternal. No jogo, o jogador acompanha quatro crianças animais ao maternal, e o jogador pode engajar em diversas atividades que envolvem números, letras, cores, formas, e muito mais!",HALgVkz-8gk,HALgVkz-8gk
OK,CD Criança nº 24,CD Criança,1999,,,,,CD Criança nº 24,cdcrianca24,,,,,nan,nan
PERDIDO,,CD Criança,,,,,,CD Criança nº 25,,,,,"Provavelmente já foi encontrado, mas não sabemos qual é a numeração correta.",nan,nan
OK,Estúdio do Didizinho,CD Criança,2004,,,PAM Comércio Planejamento e Editora Ltda,,CD Criança nº 26,estudio-didizinho,HCM,,,,nan,nan
